,Unnamed: 0,Name,Rating,Review,Description,Price_Range,Label,Category,Location,Location_1,Category_1,점심,저녁,픽업,min,max
810,810,카토,4.2,208,분위기 좋은 유러피안 가정식 브런치 맛집,점심 저녁 동일가 1 - 2만원,예약,브런치,용산,용산구,양식,1 - 2만원,1 - 2만원,,1,2
811,811,계월곰탕,4.6,27,닭곰탕을 메인으로 선보이는 여러가지 조리법의 닭 요리,점심 저녁 동일가 1 - 2만원,예약,"닭,오리요리",성수,성동구,한식,1 - 2만원,1 - 2만원,,1,2
812,812,한일옥,4.4,50,유럽식 인테리에서 즐기는 40년 전통 불고기와 등심플래터,점심 저녁 동일가 1 - 2만원,예약,한식,종로,종로구,한식,1 - 2만원,1 - 2만원,,1,2
813,813,서울목해장국,4.6,23,양평해장국과 푸짐한 곁들임 안주,점심 저녁 동일가 1 - 2만원,예약,한식,용산,용산구,한식,1 - 2만원,1 - 2만원,,1,2
814,814,아지태,4.9,309,접시 가득 준비해 드리는 숙성회 전문 이자카야#월~목요일 까지 3~4인 예약은 전화로 부탁드립니다. #예약 마감 표시 되어도 빈좌석이 있으며전화 주시면 안내해 드리겠습니다.,점심 영업안함 · 저녁 1 - 2만원,예약,이자카야,송파,송파구,일식,영업안함,1 - 2만원,,1,2
815,815,사람사는 고깃집 김일도 뱅뱅점,4.7,56,28일 672시간 숙성 한돈 전문점,점심 저녁 동일가 1 - 2만원,예약,돼지고기구이,강남,강남구,한식,1 - 2만원,1 - 2만원,,1,2
816,816,바틀리스트,5.0,14,"예약하고 혼술 또는 둘이서. 전통주, 맥주, 와인* 외부 음식 반입 가능",점심 영업안함 · 저녁 1 - 2만원,예약,와인,마곡,강서구,주류,영업안함,1 - 2만원,,1,2
817,817,와인바 요즘,4.7,134,연남동에서 찾아보기 힘든 프라이빗하고 코지한 분위기의 와인바,점심 영업안함 · 저녁 1 - 2만원,예약,양식,연남,마포구,양식,영업안함,1 - 2만원,,1,2
818,818,을지로 진작 본점,4.4,358,후토마끼를 시그니처로 하는 일식 베이스 퓨전 요리점,점심 저녁 동일가 1 - 2만원,예약,일식,을지로,중구,일식,1 - 2만원,1 - 2만원,,1,2
819,819,언더오챠드(Under orchard),4.8,76,방문하시는 모든분들께오롯이 취할 수 있는 공간을 내어드리려매일 고민하고 노력합니다.,점심 영업안함 · 저녁 1 - 2만원,예약,양식,신당,중구,양식,영업안함,1 - 2만원,,1,2
820,820,어텀(autumn),4.7,69,효창공원역 앞 사랑방 같은 작은 와인바,점심 영업안함 · 저녁 1 - 2만원,예약,양식,용산,용산구,양식,영업안함,1 - 2만원,,1,2
821,821,롤리폴리꼬또,4.7,131,맛있는 음식과 편안한 분위기의 브런치 카페,점심 저녁 동일가 1 - 2만원,예약,브런치,선정릉,강남구,양식,1 - 2만원,1 - 2만원,,1,2
822,822,살팀보카,4.6,527,"SaltimBocca 는 용산에 위치한 OSTERIA MEDITERRANEA (지중해식 오스테리아)입니다. 문어요리, 생면 파스타, 나폴리피자,살팀보카요리와 Italian liqueur, 와인,맥주등 주류와 함께 즐길수 authentic 이태리 레스토랑입니다",점심 저녁 동일가 1 - 2만원,예약,이탈리아음식,용산,용산구,양식,1 - 2만원,1 - 2만원,,1,2
823,823,타로와인바 서랍,4.9,218,"편안한 음식과 와인, 그리고 타로가 있는 아늑한 캐주얼 와인바",점심 저녁 동일가 1 - 2만원,예약,양식,서울대입구,관악구,양식,1 - 2만원,1 - 2만원,,1,2
824,824,남부,4.6,42,"숙성 삼겹살, 목살의 특별한 맛을 경험할 수 있는 남부럽지 않은 고기한상",점심 저녁 동일가 1 - 2만원,예약,돼지고기구이,서초,서초구,한식,1 - 2만원,1 - 2만원,,1,2
825,825,모락,4.7,46,일식을 기반으로 무국적 요리를  선보이는 요리주점,점심 영업안함 · 저녁 1 - 2만원,예약,이자카야,암사,강동구,일식,영업안함,1 - 2만원,,1,2
826,826,상록수 선릉점,4.8,23,"뒷골목의 추억, 황지살 전문점",점심 영업안함 · 저녁 1 - 2만원,예약,돼지고기구이,선릉,강남구,한식,영업안함,1 - 2만원,,1,2
827,827,앨리스 프로젝트,4.9,159,"'접시 위에 펼쳐진 새로운 세계'시드니 베네롱(Bennelong), 키(Quay), 두바이 버즈알아랍(Burj Al Arab) 에서 일하며 경력을 쌓은 셰프 앨리스가 선보이는 디저트. 다채로운 플레이팅 디저트 코스를 기획하고 있습니다.",점심 저녁 동일가 1 - 2만원,예약,"카페,디저트",양재,서초구,카페,1 - 2만원,1 - 2만원,,1,2
828,828,본삼,4.6,26,고급진 분위기 속 편안하게 즐기는 국내산 1등급 암퇘지,점심 영업안함 · 저녁 1 - 2만원,예약,돼지고기구이,합정,마포구,한식,영업안함,1 - 2만원,,1,2
829,829,마실마실,4.8,83,가능한 '자연 그대로의 음식'을 추구합니다.건강한 음식과 와인을 맛있게 즐기시면 좋겠습니다.,점심 영업안함 · 저녁 1 - 2만원,예약,와인,가산디지털단지,금천구,주류,영업안함,1 - 2만원,,1,2
830,830,종각 이탄,5.0,2,위스키와 칵테일 위주의 클래식 바,점심 영업안함 · 저녁 1 - 2만원,예약,"칵테일,위스키",종각,종로구,주류,영업안함,1 - 2만원,,1,2
831,831,곡성 을지로,4.6,107,을지로의 합리적인 와인바,점심 저녁 동일가 1 - 2만원,예약,양식,을지로,중구,양식,1 - 2만원,1 - 2만원,,1,2
832,832,헤이안,4.9,57,"후쿠오카 뒷 골목에 있을 법한 작은 술집. 신선한 기린 생맥주와 하이볼, 여러가지 일본 소주들.  술과 같이 즐길 수 있는 간단한 안주들이 있습니다.",점심 영업안함 · 저녁 1 - 2만원,예약,이자카야,군자,광진구,일식,영업안함,1 - 2만원,,1,2
833,833,팔레트 회기,4.6,6,회기동의 합리적인 와인바 팔레트,점심 영업안함 · 저녁 1 - 2만원,예약,와인,회기,동대문구,주류,영업안함,1 - 2만원,,1,2
834,834,뮤추얼사운드클럽,5.0,2,미드센추리 모던시대의 오리지널 가구와 음악이 함께하는 바이닐 바,점심 영업안함 · 저녁 1 - 2만원,예약,양식,서촌,종로구,양식,영업안함,1 - 2만원,,1,2
835,835,동양,4.8,261,세계 3대 요리학교 르꼬르동블루 출신 프렌치셰프님의 50년 전통 동양어묵 운영동양은 전통을 이어가며 정통을 추구합니다.단품메뉴로 진행됩니다.,점심 영업안함 · 저녁 1 - 2만원,예약,일식,방이,송파구,일식,영업안함,1 - 2만원,,1,2
836,836,오라이샴팡,4.7,47,스몰디쉬와 함께 즐기는 다양한 와인들이 준비되어 있는 샴페인 바,점심 영업안함 · 저녁 1 - 2만원,예약,와인,신용산,용산구,주류,영업안함,1 - 2만원,,1,2
837,837,지금 여기가 맨 앞,4.5,95,비건과 논비건이 함께 즐길 수 있는 이탈리안 가정식,점심 저녁 동일가 1 - 2만원,예약,이탈리아음식,을지로,중구,양식,1 - 2만원,1 - 2만원,,1,2
838,838,데판야끼현,4.6,44,번잡하지 않고 조용하고 차분한 동네 술집,점심 영업안함 · 저녁 1 - 2만원,예약,이자카야,성수,성동구,일식,영업안함,1 - 2만원,,1,2
839,839,라지라프,4.8,238,"성수 르프리크의 두번째 레스토랑, 하이앤드 샌드위치와 브루드 커피, 수제 콤부차를 제공하는 샌드위치 다이닝",점심 저녁 동일가 1 - 2만원,예약,브런치,성수,성동구,양식,1 - 2만원,1 - 2만원,,1,2
840,840,거울못 식당,4.2,134,국립중앙박물관 거울못 호수 옆에 위치한 양식 레스토랑,점심 저녁 동일가 1 - 2만원,예약,이탈리아음식,용산,용산구,양식,1 - 2만원,1 - 2만원,,1,2
841,841,노말키친 혜화,4.8,138,"파스타, 리조또와 와인 전문점",점심 저녁 동일가 1 - 2만원,예약,파스타,혜화,종로구,양식,1 - 2만원,1 - 2만원,,1,2
842,842,닉앤노라,4.9,26,"""BITTER BEATS BORING"" 당신의 지루한 일상을 칵테일 한잔으로 일깨워보세요.",점심 영업안함 · 저녁 1 - 2만원,예약,"칵테일,위스키",금호,성동구,주류,영업안함,1 - 2만원,,1,2
843,843,금돼지식당,4.2,1066,"2024년 미쉐린 가이드 선정, 셀럽도 줄서는 돼지고기 핫 스팟",점심 저녁 동일가 1 - 2만원,예약,돼지고기구이,약수,중구,한식,1 - 2만원,1 - 2만원,,1,2
844,844,문래밤아,4.5,101,해진뒤 세컨브랜드 퓨전한식바,점심 영업안함 · 저녁 1 - 2만원,예약,한식,문래,영등포구,한식,영업안함,1 - 2만원,,1,2
845,845,갈비집 본,4.9,291,편안하고 조용한 분위기에서 맛있는 고기와 함께 술 한잔 즐길 수 있는 공간,점심 영업안함 · 저녁 1 - 2만원,예약,돼지고기구이,건대,광진구,한식,영업안함,1 - 2만원,,1,2
846,846,몽미 논현점,4.9,16,베요타등급의 이베리코숯불구이 전문점,점심 영업안함 · 저녁 1 - 2만원,예약,돼지고기구이,논현,강남구,한식,영업안함,1 - 2만원,,1,2
847,847,구룰루,4.9,26,키치함이 묻어나는 힙한 분위기의 캐주얼 와인바,점심 저녁 동일가 1 - 2만원,예약,와인,연남,마포구,주류,1 - 2만원,1 - 2만원,,1,2
848,848,코렌초하우스,4.9,36,"취향에 맞는 와인, 수제맥주, 위스키 다양한 주류를 즐길 수 있는 캐주얼 와인바",점심 영업안함 · 저녁 1 - 2만원,예약,와인,건대,광진구,주류,영업안함,1 - 2만원,,1,2
849,849,파이어로버스와인클럽,4.9,52,와인을 마시기 좋은 프라이빗한 공간과 분위기를 가진 와인바입니다,점심 영업안함 · 저녁 1 - 2만원,예약,와인,서촌,종로구,주류,영업안함,1 - 2만원,,1,2
850,850,살리르(SALIR),4.7,42,감각적인 아이스크림과 특별한 와인의 페어링.•아이스크림은 매달 새롭게 변경됩니다.,점심 영업안함 · 저녁 1 - 2만원,예약,와인,한남,용산구,주류,영업안함,1 - 2만원,,1,2
851,851,지동 닭갈비,4.4,14,2대째 이어져오는 닭갈비 전문점,점심 저녁 동일가 1 - 2만원,예약,"닭,오리요리",공릉,노원구,한식,1 - 2만원,1 - 2만원,,1,2
852,852,자양돼지산업,4.4,4,최상의 고기맛을 보장하는 프리미엄 한돈 특수부위 직화 전문점,점심 영업안함 · 저녁 1 - 2만원,예약,돼지고기구이,자양,광진구,한식,영업안함,1 - 2만원,,1,2
853,853,피키니키 라자냐,4.6,53,다양한 라자냐를 편안한 공간에서 맛볼 수 있는 캐쥬얼 라자냐바,점심 저녁 동일가 1 - 2만원,예약,이탈리아음식,서울숲,성동구,양식,1 - 2만원,1 - 2만원,,1,2
854,854,은화계 도산대로점,4.4,93,"숯불'은'(煾) 불'화'(火) 닭'계'(鷄), 숯불 닭구이 전문점",점심 영업안함 · 저녁 1 - 2만원,예약,"닭,오리요리",신사,강남구,한식,영업안함,1 - 2만원,,1,2
855,855,항정사이,4.5,15,항정삼합을 즐길 수 있는 영등포 고깃집,점심 저녁 동일가 1 - 2만원,예약,돼지고기구이,영등포,영등포구,한식,1 - 2만원,1 - 2만원,,1,2
856,856,상호작용,4.9,75,안녕하세요 맛있는 음식과 편안한 분위기를 만들어드리는 퓨전식 선술집 상호작용 입니다!,점심 영업안함 · 저녁 1 - 2만원,예약,퓨전음식,잠실새내,송파구,퓨전,영업안함,1 - 2만원,,1,2
857,857,노커어퍼,4.1,49,설명없음,점심 영업안함 · 저녁 1 - 2만원,예약,양식,신용산,용산구,양식,영업안함,1 - 2만원,,1,2
858,858,야키토리경청,4.7,57,맛있는 야키토리와 술과 우리들의 이야기를 나눌 수 있는 공간,점심 영업안함 · 저녁 1 - 2만원,예약,야키토리,삼각지,용산구,일식,영업안함,1 - 2만원,,1,2
859,859,브런치빈 구로항동점,4.3,13,All Day Brunch Always Coffee,점심 저녁 동일가 1 - 2만원,예약,브런치,구로,구로구,양식,1 - 2만원,1 - 2만원,,1,2
860,860,아이노가든키친,4.5,840,"따뜻함을 담고 싶은, 내수동 가정식 백반집",점심 저녁 동일가 1 - 2만원,예약,"백반,가정식",광화문,종로구,한식,1 - 2만원,1 - 2만원,,1,2
861,861,드므,4.7,120,을지로 3가역 인근에 위치한 을지로 루프탑 와인바,점심 영업안함 · 저녁 1 - 2만원,예약,와인,을지로,중구,주류,영업안함,1 - 2만원,,1,2
862,862,포도술 문래본점,4.8,14,외부음식 반입가능한 문래동 스몰 와인바,점심 영업안함 · 저녁 1 - 2만원,예약,와인,문래,영등포구,주류,영업안함,1 - 2만원,,1,2
863,863,블루쇼파스타 연남(Bleuchaud pasta Yeonnam),4.8,56,"경의선숲길의 따스한 햇살과 공간, 그리고 맛있는 '연어스테이크 버터파스타'를 즐길 수 있는 ‘블루쇼파스타 연남‘ 입니다.Bon appetit💙",점심 저녁 동일가 1 - 2만원,예약,이탈리아음식,연남,마포구,양식,1 - 2만원,1 - 2만원,,1,2
864,864,비노노,4.8,11,비노노 와인샵 구매 와인을 소정의 글라스 차지로 이용가능한 와인샵&바,점심 저녁 동일가 1 - 2만원,예약,와인,서초,서초구,주류,1 - 2만원,1 - 2만원,,1,2
865,865,CMS,5.0,1,위스키와 하이볼을 즐기는 퍼블릭 빈티지 사운드바,점심 영업안함 · 저녁 1 - 2만원,예약,"칵테일,위스키",신당,중구,주류,영업안함,1 - 2만원,,1,2
866,866,시옹마오,4.7,117,편하게 즐기실 수 있는 아시안 음식점 입니다.,점심 저녁 동일가 1 - 2만원,예약,아시아음식,성수,성동구,아시아음식,1 - 2만원,1 - 2만원,,1,2
867,867,노우즈 창덕,4.3,97,"따뜻한 음식과 차, 90년대 대중음악을 담아낸 공간노우즈의 브런치카페",점심 저녁 동일가 1 - 2만원,예약,브런치,종로,종로구,양식,1 - 2만원,1 - 2만원,,1,2
868,868,삼청각 동백헌,4.9,9,도심 속 자연과 좋은 재료를 사용하는 한옥카페,점심 저녁 동일가 1 - 2만원,예약,"카페,디저트",성북,성북구,카페,1 - 2만원,1 - 2만원,,1,2
869,869,도나르,4.7,90,건강한 식사빵과 스프 샌드위치 와인을 판매하는 작은 카페,점심 저녁 동일가 1 - 2만원,예약,브런치,이태원,용산구,양식,1 - 2만원,1 - 2만원,,1,2
870,870,성립,4.9,214,"망원역 1번출구 1분거리 한적한 뒷골목부담스럽지 않은 캐쥬얼한 공간에 사시미모리아와세, 봉초밥, 백합 술찜등 일본음식을 비롯한 니혼슈,하이볼,맥주 다양한 주류를 즐기실수 있습니다",점심 영업안함 · 저녁 1 - 2만원,예약,이자카야,망원,마포구,일식,영업안함,1 - 2만원,,1,2
871,871,뉴아게,4.6,4,압구정 핫플 연예인들이 가장 많이 다녀간 뉴아게,점심 영업안함 · 저녁 1 - 2만원,예약,이자카야,압구정로데오,강남구,일식,영업안함,1 - 2만원,,1,2
872,872,핫쵸 성수,4.6,440,"인플로언서들이 인정한 맛집. 분위기 좋은 일본 전통 히로시마 오코노미야키 전문점11:30, 17:00 온라인 웨이팅이 오픈됩니다.",점심 저녁 동일가 1 - 2만원,예약,일식,서울숲,성동구,일식,1 - 2만원,1 - 2만원,,1,2
873,873,소월,4.7,8,여유로움과 와인을 즐기는 삼각지 속 작은 유럽풍 와인바,점심 영업안함 · 저녁 1 - 2만원,예약,와인,삼각지,용산구,주류,영업안함,1 - 2만원,,1,2
874,874,솔직한우 옥수점,4.8,49,솔직함이 맛과 품질이 되는 정육식당,점심 저녁 동일가 1 - 2만원,예약,소고기구이,옥수,성동구,한식,1 - 2만원,1 - 2만원,,1,2
875,875,스몰치즈박스,4.7,8,다양한 와인 리스트와 치즈 플레이트를 즐기는 가로수길의 작은 유럽,점심 저녁 동일가 1 - 2만원,예약,와인,가로수길,강남구,주류,1 - 2만원,1 - 2만원,,1,2
876,876,서가앤쿡 합정점,4.4,16,좋은 사람과 함께 하는 캐주얼 패밀리 레스토랑,점심 저녁 동일가 1 - 2만원,예약,이탈리아음식,합정,마포구,양식,1 - 2만원,1 - 2만원,,1,2
877,877,계옥정,4.4,69,문래동을 대표하는 닭 특수부위 전문점,점심 저녁 동일가 1 - 2만원,예약,"닭,오리요리",영등포,영등포구,한식,1 - 2만원,1 - 2만원,,1,2
878,878,호갱,4.8,19,다양한 술과 함께하는 분위기 좋은 퓨전 양식당,점심 저녁 동일가 1 - 2만원,예약,유러피안음식,왕십리,성동구,양식,1 - 2만원,1 - 2만원,,1,2
879,879,을지로골목집 신용산점,4.5,38,용리단길에 상륙한 을지로골목집 그때 그 시절을 자극하는 음악과 인테리어다양한 음식과 술을 즐길수있는 공간입니다.,점심 저녁 동일가 1 - 2만원,예약,한식,신용산,용산구,한식,1 - 2만원,1 - 2만원,,1,2
880,880,꿉당 신사,4.4,485,풍부한 육즙과 부드러운 지방이 일품인 돼지 목살 전문점,점심 저녁 동일가 1 - 2만원,예약,돼지고기구이,신사,강남구,한식,1 - 2만원,1 - 2만원,,1,2
881,881,정숙성,4.8,154,시간과 정성을 담은 숙성한돈(1+ 특상급) 숯불구이 전문점,점심 저녁 동일가 1 - 2만원,예약,돼지고기구이,서울대입구,관악구,한식,1 - 2만원,1 - 2만원,,1,2
882,882,원나잇,4.9,7,"프라이빗한 공간에서 생일파티, 모임하기 죻은 단체룸 술집",점심 영업안함 · 저녁 1 - 2만원,예약,요리주점,홍대,마포구,주류,영업안함,1 - 2만원,,1,2
883,883,딩딤1968 신사가로수길 한국본점,4.2,32,오리지널 홍콩 딤섬을 맛볼 수 있는 딩딤1968,점심 저녁 동일가 1 - 2만원,예약,중식,가로수길,강남구,중식,1 - 2만원,1 - 2만원,,1,2
884,884,소소막창 한남본점,4.2,70,소소막창 한남점은 언제나 최상으로 선별된 대구식 왕막창만을 고집합니다. 최상의 숙성기간을 거친 막창의 고소하고 깔끔한 맛이 일품입니다.,점심 영업안함 · 저녁 1 - 2만원,예약,"곱창,막창",한남,용산구,한식,영업안함,1 - 2만원,,1,2
885,885,헤키,4.8,1059,히레카츠가 유명한 돈까스 맛집,점심 저녁 동일가 1 - 2만원,예약,일식,망원,마포구,일식,1 - 2만원,1 - 2만원,,1,2
886,886,시나모롤스위트카페,3.9,1478,바라만 봐도 포근함이 느껴지는 시나모롤과 친구들의 달콤한 공간,점심 저녁 동일가 1 - 2만원,예약,"카페,디저트",홍대,마포구,카페,1 - 2만원,1 - 2만원,,1,2
887,887,호텔 카푸치노 루프탑바,4.0,13,탁 트인 서울 시티뷰를 바라보며 주류와 스낵을 즐길 수 있는 루프탑 테라스 바,점심 영업안함 · 저녁 1 - 2만원,예약,양식,논현,강남구,양식,영업안함,1 - 2만원,,1,2
888,888,후라토식당 성수점,4.4,3,"규카츠 & 반숙 오므라이스, 캐주얼 일본요리 전문점",점심 저녁 동일가 1 - 2만원,예약,일식,성수,성동구,일식,1 - 2만원,1 - 2만원,,1,2
889,889,유가소점,4.8,62,작은 요리들과 그에 맞는 주류를 제공하는 아늑한 공간,점심 영업안함 · 저녁 1 - 2만원,예약,이자카야,용산,용산구,일식,영업안함,1 - 2만원,,1,2
890,890,대봉집 신사본점,4.3,11,가로수길 최초 냉삼집 대봉집은 급냉한 국내산 암퇘지만 고집하여 사용하고 있으면 당일 손질한 고기만 사용하고 있습니다.(전체 80석완비),점심 영업안함 · 저녁 1 - 2만원,예약,돼지고기구이,가로수길,강남구,한식,영업안함,1 - 2만원,,1,2
891,891,효자동목고기 성수역점,4.0,4,"회식장소의 명소 제주도 프리미엄급 목살, 가브릿살, 삼겹살 숯불구이 전문점",점심 저녁 동일가 1 - 2만원,예약,돼지고기구이,성수,성동구,한식,1 - 2만원,1 - 2만원,,1,2
892,892,더크다이브,4.6,210,"🥂  Dive for a moment, 지친 일상에 잠깐의 고요한 순간 일식당",점심 저녁 동일가 1 - 2만원,예약,일식,신용산,용산구,일식,1 - 2만원,1 - 2만원,,1,2
893,893,신사동인동언주점,4.7,2,"매콤한 갈비찜,전 유명한 점심 맛집",점심 저녁 동일가 1 - 2만원,예약,한식,논현,강남구,한식,1 - 2만원,1 - 2만원,,1,2
894,894,쿤시,4.8,31,다양한 술과 요리가 함께 있는 포근한 작은 공간,점심 영업안함 · 저녁 1 - 2만원,예약,이자카야,군자,광진구,일식,영업안함,1 - 2만원,,1,2
895,895,연남토마 북촌점,4.4,96,"줄서서 먹는 퓨전덮밥, 파스타 전문 맛집",점심 저녁 동일가 1 - 2만원,예약,퓨전음식,북촌,종로구,퓨전,1 - 2만원,1 - 2만원,,1,2
896,896,연남토마 본점,4.8,98,"줄서서 먹는 퓨전덮밥, 파스타 전문 맛집",점심 저녁 동일가 1 - 2만원,예약,퓨전음식,연남,마포구,퓨전,1 - 2만원,1 - 2만원,,1,2
897,897,연남토마 성수점,4.5,36,"줄서서 먹는 퓨전덮밥, 파스타 전문 맛집",점심 저녁 동일가 1 - 2만원,예약,퓨전음식,서울숲,성동구,퓨전,1 - 2만원,1 - 2만원,,1,2
898,898,82올리언즈 을지로점,4.5,157,"재즈와 육해공의 다양한 교통이 발달되어 있는 미국 남부 최대 항구도시 뉴올리언즈! 프랑스, 스페인, 흑인, 남부식 요리가 혼합된 토속적인 케이준 스타일을 지향합니다!",점심 저녁 동일가 1 - 2만원,예약,아메리칸음식,을지로,중구,양식,1 - 2만원,1 - 2만원,,1,2
899,899,박쉡,4.9,114,유럽에 여행온 듯한 느낌에 뇨끼 맛집 테이블이 3개여서 조용하고 프라이빗 하게 시간을 보낼수 있습니다,점심 저녁 동일가 1 - 2만원,예약,파스타,신촌,서대문구,양식,1 - 2만원,1 - 2만원,,1,2
900,900,장독계 홍대점,4.9,50,여러가지 부위를 합리적으로 즐길 수 있는 숯불닭구이,점심 저녁 동일가 1 - 2만원,예약,"닭,오리요리",합정,마포구,한식,1 - 2만원,1 - 2만원,,1,2
901,901,포도술 종로3가점,5.0,14,외부&배달음식 반입 가능하며 2층 통창을 통해 포장마차거리가 한 눈에 보이는 캐주얼 와인바,점심 영업안함 · 저녁 1 - 2만원,예약,와인,종로,종로구,주류,영업안함,1 - 2만원,,1,2
902,902,C의집,4.8,20,취향이 가득 담긴 감성적인 공간에서 즐기는 캐주얼한 음식과 맛있는 와인,점심 영업안함 · 저녁 1 - 2만원,예약,와인,충무로,중구,주류,영업안함,1 - 2만원,,1,2
903,903,경주이씨,4.5,79,"뚝섬역 서울숲, 최고의 가성비 한식주점다이닝 셰프 출신의 즉석요리와 다양한 술라인업",점심 영업안함 · 저녁 1 - 2만원,예약,전통주,성수,성동구,주류,영업안함,1 - 2만원,,1,2
904,904,오아시스 망원,4.9,19,와인과 함께 즐길 수 있는 다양한 파스타와 음식이 준비되어 있고 bottle뿐 아니라 20종 이상의 glasswine,점심 저녁 동일가 1 - 2만원,예약,와인,망원,마포구,주류,1 - 2만원,1 - 2만원,,1,2
905,905,우와 홍대본점,4.6,527,"눈과 입이 즐거운 오꼬노미야끼, 야끼소바 맛집",점심 저녁 동일가 1 - 2만원,예약,일식,홍대,마포구,일식,1 - 2만원,1 - 2만원,,1,2
906,906,후라토식당 이수역점,4.0,6,"규카츠 & 반숙 오므라이스, 캐주얼 일본요리 전문점",점심 저녁 동일가 1 - 2만원,예약,일식,이수,동작구,일식,1 - 2만원,1 - 2만원,,1,2
907,907,연남한양집,4.9,132,장사 그만하겠습니다.여러분을 만족시키지 못한다면요.'음식이상의 특별한 경험을 제공합니다‘- 네이버 알림받기 막국수 쿠폰- 인스타 팔로우시 5%할인 쿠폰- 3초를 맞추시면 “전액 무료”- 포토리뷰작성시 10만원 뽑기권 제공- 기본안주 “국물떡볶이”제공,점심 저녁 동일가 1 - 2만원,예약,요리주점,연남,마포구,주류,1 - 2만원,1 - 2만원,,1,2
908,908,혜화동버거,4.1,14,도넛버거가 시그니처인 수제버거집,점심 저녁 동일가 1 - 2만원,예약,아메리칸음식,대학로,종로구,양식,1 - 2만원,1 - 2만원,,1,2
909,909,사계절,4.8,9,"유황먹은 돼지와 영업비밀 쫀득살의 만남, 감칠맛 나는 특제 고추장 양념구이",점심 가격변동 · 저녁 1 - 2만원,예약,돼지고기구이,건대,광진구,한식,가격변동 ·  1 - 2만원,가격변동 -  1 - 2만원,,1,2
910,910,버드맨,4.7,9,시공간을 초월한 이국적인 스피크이지바,점심 영업안함 · 저녁 1 - 2만원,예약,"칵테일,위스키",가로수길,강남구,주류,영업안함,1 - 2만원,,1,2
911,911,노멀브런치,4.8,160,해방촌 끝자락에 위치한 아침부터 저녁까지 즐길 수 있는 올데이 브런치와 뇨끼 전문점,점심 저녁 동일가 1 - 2만원,예약,브런치,해방촌,용산구,양식,1 - 2만원,1 - 2만원,,1,2
912,912,콸콸,4.7,119,"갓성비 샴페인&와인&안주 즐거움이 살아 숨쉬는 공간생파환영🥳 (생일케잌 반입, 취식 가능해요!!)단체&회식환영🫶🥂🪩 Happy Hour Event!! 🪩5시~7시 스파클링 와인 주문시 하우스 스파클링 와인1병 추가증정! (테이블당 1회한정,포장불가)",점심 영업안함 · 저녁 1 - 2만원,예약,양식,을지로,중구,양식,영업안함,1 - 2만원,,1,2
913,913,1999codonbur 코돈부르,4.9,57,"KBS생생정보 장상의신 방영,유튜브4000만뷰맛집,25년돈까스외길 장인이 만드는 대한민국1등 치즈돈까스,서울우유100%자연모짜렐라 슈레드치즈사용,웻에이징과 드라이에이징의 과정을 거쳐서 와인숙성으로 마무리합니다.",점심 저녁 동일가 1 - 2만원,예약,일식,상수,마포구,일식,1 - 2만원,1 - 2만원,,1,2
914,914,사우스사이드 팔러 (Southside Parlor),4.5,14,텍스멕스요리와 함께 즐길 수 있는 아시아 베스트 37위 바,점심 영업안함 · 저녁 1 - 2만원,예약,멕시코음식,이태원,용산구,양식,영업안함,1 - 2만원,,1,2
915,915,완주,4.8,11,"완전할 완 (完) 술 주(酒)깻잎파스타, 누룽지 리조또같이 완주에서만 드실 수 있는 퓨전한식 안주들과 다양한 전통주 및 하이볼을 즐길 수 있는 퓨전 한식당입니다.주차는 2시간까지 무료입니다예약, 대관 문의는 전화또는 인스타 디엠 부탁드립니다!",점심 저녁 동일가 1 - 2만원,예약,한식,마곡,강서구,한식,1 - 2만원,1 - 2만원,,1,2
916,916,대팔이네 곱창,4.7,50,불쇼를 볼 수 있는 직화 대창&막창 맛집,점심 영업안함 · 저녁 1 - 2만원,예약,"곱창,막창",천호,강동구,한식,영업안함,1 - 2만원,,1,2
917,917,쯔루하시 후게츠 명동점,4.5,928,"보는 재미와 먹는 재미가 있는 오코노미야끼, 야끼소바 전문점",점심 저녁 동일가 1 - 2만원,예약,일식,명동,중구,일식,1 - 2만원,1 - 2만원,,1,2
918,918,고깃세 홍대직영점,5.0,5,국내 최초 미박 슬라이스 전문점,점심 영업안함 · 저녁 1 - 2만원,예약,"육류,고기요리",상수,마포구,한식,영업안함,1 - 2만원,,1,2
919,919,AMP,4.4,2,편안한 공간에서 트렌디한 음악을 청취할 수 있는 뮤직바,점심 영업안함 · 저녁 1 - 2만원,예약,"칵테일,위스키",성수,성동구,주류,영업안함,1 - 2만원,,1,2
920,920,바비,4.3,8,이색적이고 독특한 브런치를 즐길 수 있는 공간,점심 저녁 동일가 1 - 2만원,예약,브런치,서울역,성동구,양식,1 - 2만원,1 - 2만원,,1,2
921,921,인생돼지 송파본점,4.9,9,회식장소로 추천하는 육즙 가득 두툼한 삼겹살 맛집,점심 영업안함 · 저녁 1 - 2만원,예약,돼지고기구이,문정,송파구,한식,영업안함,1 - 2만원,,1,2
922,922,필인유어블랭크,5.0,3,"하이볼과 맥주,와인이 맛있는 이대 Pub",점심 영업안함 · 저녁 1 - 2만원,예약,"칵테일,위스키",신촌,서대문구,주류,영업안함,1 - 2만원,,1,2
